pH,Turbidity,TDS,DO,Temperature,EC,Chlorine,Nitrate,Quality
8.15,8.34,1466.29,8.18,29.53,1419.91,1.24,12.78,Unsafe
7.11,6.47,677.6,8.9,33.69,720.61,1.87,5.21,Unsafe
8.78,5.96,1143.54,8.87,28.18,1755.45,1.17,1.06,Unsafe
7.36,7.9,1146.99,4.97,26.78,1549.28,1.94,5.15,Unsafe
7.09,7.1,491.75,8.27,17.31,1238.72,1.88,2.25,Unsafe
5.29,5.07,240.93,6.06,29.07,475.25,1.48,10.27,Unsafe
5.6,0.54,322.38,8.83,34.25,140.83,1.73,9.0,Unsafe
8.4,6.17,661.35,5.36,24.32,1567.65,1.36,3.94,Unsafe
8.96,2.21,1439.63,5.47,28.55,632.76,0.41,14.82,Unsafe
6.66,2.62,635.24,6.97,23.79,1034.3,1.19,12.49,Unsafe
8.24,6.83,1357.09,2.49,30.64,741.46,1.89,12.57,Unsafe
7.51,4.59,1229.53,2.72,30.11,455.44,0.33,14.47,Unsafe
8.84,7.2,852.52,6.18,23.61,919.13,1.81,11.18,Unsafe
5.95,3.99,255.36,6.83,34.14,1770.53,1.18,5.85,Unsafe
7.18,8.71,1111.24,6.55,21.84,455.64,1.0,9.29,Unsafe
6.64,4.33,1071.19,7.13,22.34,371.45,1.01,10.48,Unsafe
7.17,4.99,748.43,4.95,15.92,1900.89,0.38,3.31,Unsafe
6.08,1.35,765.66,3.59,20.6,1223.86,0.25,12.0,Unsafe
6.99,5.09,161.88,5.26,21.78,1794.53,1.1,13.91,Unsafe
7.5,2.47,607.17,2.65,18.17,611.66,0.65,3.25,Unsafe
5.32,7.65,700.52,6.13,31.65,1969.73,0.2,7.82,Unsafe
7.97,7.17,345.24,5.05,17.5,454.89,1.95,4.04,Unsafe
7.83,0.26,382.36,2.93,24.21,255.05,1.6,12.21,Unsafe
8.52,4.99,476.15,8.92,15.53,1271.82,0.14,9.19,Unsafe
6.7,0.55,812.83,8.39,30.47,1684.47,1.46,2.07,Unsafe
5.25,5.74,203.35,8.53,28.57,241.57,1.76,8.99,Unsafe
6.85,9.03,785.49,4.9,32.62,1252.09,1.42,0.75,Unsafe
5.55,8.68,602.52,5.83,27.91,1452.66,0.93,10.64,Unsafe
7.59,2.51,821.11,7.81,33.01,803.6,0.47,11.39,Unsafe
5.19,1.49,873.42,5.56,22.43,519.72,0.83,11.68,Unsafe
6.5,7.93,1264.02,5.08,15.12,1572.37,1.71,8.82,Unsafe
5.33,5.51,614.93,6.45,17.19,523.11,0.43,9.46,Unsafe
5.01,4.3,1261.5,3.24,16.93,1139.99,0.67,3.23,Unsafe
8.84,8.12,227.21,2.36,23.73,465.43,1.65,0.5,Unsafe
8.98,2.6,136.61,8.17,22.43,660.49,1.17,1.04,Unsafe
7.22,2.32,355.6,4.51,19.22,854.6,0.31,7.43,Unsafe
5.96,6.16,881.69,2.16,21.49,1889.5,1.23,7.22,Unsafe
8.64,2.8,1201.95,6.15,29.91,920.97,1.72,5.47,Unsafe
8.69,4.33,1449.36,2.41,28.72,369.25,1.23,4.93,Unsafe
8.42,4.6,476.04,6.4,29.57,357.8,1.72,12.73,Unsafe
7.18,2.13,563.17,6.11,30.52,991.99,1.17,14.22,Unsafe
5.3,0.71,454.37,4.15,32.87,1667.41,0.61,7.61,Unsafe
5.35,7.69,536.3,2.39,26.98,465.97,1.69,0.45,Unsafe
8.59,7.86,652.71,4.62,34.83,1440.51,1.52,4.66,Unsafe
8.5,6.02,960.82,2.5,17.45,1362.8,0.25,13.31,Unsafe
6.74,1.57,878.43,4.96,30.55,1003.82,1.16,12.02,Unsafe
6.31,4.81,181.17,8.93,16.04,1844.89,0.97,12.57,Unsafe
7.58,1.86,837.47,3.99,17.73,864.11,0.57,6.32,Unsafe
8.23,8.82,1181.39,4.7,28.47,404.46,1.05,7.58,Unsafe
7.93,7.0,1025.72,5.19,25.22,1268.95,1.54,5.02,Unsafe
7.46,0.41,1015.15,2.55,15.52,671.53,0.18,12.93,Unsafe
5.93,0.12,229.79,4.85,16.11,1529.56,0.91,11.63,Unsafe
6.05,9.84,824.66,7.22,19.96,1096.73,1.64,5.8,Unsafe
7.9,0.49,468.42,4.23,34.43,1644.99,1.56,0.74,Unsafe
8.21,8.67,1175.72,5.54,30.79,1988.05,1.59,2.16,Unsafe
5.46,9.56,176.23,3.68,25.71,1067.91,1.74,8.89,Unsafe
5.75,3.15,952.71,8.98,32.89,157.9,0.23,11.26,Unsafe
7.72,5.45,289.61,5.36,24.15,1218.97,0.21,14.24,Unsafe
6.56,6.51,816.6,5.38,23.45,1773.16,1.73,12.23,Unsafe
7.25,5.25,150.76,5.67,28.08,1171.95,1.32,10.38,Unsafe
7.46,2.21,810.26,6.77,26.66,475.86,1.4,14.12,Unsafe
8.1,5.85,1018.08,8.63,19.28,1286.31,1.97,8.48,Unsafe
8.22,2.66,582.72,2.19,24.67,436.1,1.26,3.01,Unsafe
6.12,1.73,1419.41,3.68,32.47,992.52,1.53,2.93,Unsafe
7.17,5.1,700.68,8.95,22.07,523.43,1.13,8.07,Unsafe
5.49,3.78,525.43,4.32,16.02,1651.22,0.69,12.76,Unsafe
8.37,0.37,1236.35,3.41,33.77,195.45,1.81,10.41,Unsafe
8.38,9.5,391.52,7.38,29.13,1731.89,0.47,9.89,Unsafe
6.2,0.49,1219.6,4.96,24.0,329.4,1.09,1.15,Unsafe
5.64,9.04,1306.55,8.12,34.97,528.21,1.16,9.69,Unsafe
5.28,1.98,476.14,7.69,24.34,812.1,1.69,2.43,Unsafe
7.3,1.5,1051.53,6.39,24.66,613.08,0.88,13.03,Unsafe
5.37,0.78,723.27,7.22,27.46,628.92,1.4,0.19,Unsafe
7.72,4.31,893.63,3.15,26.17,975.09,1.9,7.22,Unsafe
7.71,5.91,918.06,8.65,18.98,783.68,1.22,4.52,Unsafe
7.46,9.05,380.49,4.96,33.87,407.8,1.5,13.62,Unsafe
8.51,7.86,1299.14,5.7,23.47,1597.3,1.7,11.79,Unsafe
6.51,1.68,1478.13,2.13,23.06,381.38,1.52,8.26,Unsafe
8.61,1.76,823.85,4.43,31.81,1575.17,1.85,6.4,Unsafe
5.15,0.18,280.15,5.96,30.15,276.07,0.25,7.38,Unsafe
5.45,6.91,1129.8,5.29,17.53,1141.32,0.92,11.81,Unsafe
6.65,0.27,328.44,6.74,29.02,902.08,0.97,12.07,Unsafe
7.38,1.47,157.43,3.11,27.95,1240.83,1.26,4.57,Unsafe
5.13,6.38,757.97,2.08,22.8,1452.5,1.25,12.31,Unsafe
7.27,1.59,1051.14,6.79,34.68,743.5,0.79,0.25,Unsafe
6.23,1.62,796.83,7.04,33.64,1896.06,1.22,9.04,Unsafe
8.55,2.42,370.85,3.07,25.75,1609.71,1.26,1.45,Unsafe
7.13,3.91,773.87,8.79,23.76,350.8,1.66,8.4,Unsafe
7.35,0.18,331.07,2.5,16.7,370.89,1.61,5.85,Unsafe
8.78,7.49,1377.35,5.65,16.9,514.84,0.7,12.51,Unsafe
8.06,7.76,704.47,6.61,30.07,167.83,1.29,1.13,Unsafe
6.75,3.73,543.72,5.61,26.08,531.88,1.02,11.06,Unsafe
6.91,8.0,1200.62,5.8,25.76,1084.14,0.72,1.55,Unsafe
7.59,2.92,867.24,4.87,26.75,820.66,1.73,8.54,Unsafe
5.8,9.86,292.53,5.04,24.19,1210.75,1.79,8.97,Unsafe
5.35,4.04,255.68,5.42,16.0,181.1,0.32,14.44,Unsafe
6.24,6.72,474.79,4.94,32.89,1357.24,0.7,7.5,Unsafe
8.11,3.29,1170.65,4.47,26.24,1793.44,0.68,3.48,Unsafe
6.03,4.56,732.13,2.5,30.86,591.59,1.86,8.02,Unsafe
5.52,6.49,361.83,7.55,32.68,1841.55,1.04,14.86,Unsafe
5.88,3.54,154.56,5.1,31.4,156.25,0.67,2.44,Unsafe
7.72,6.6,620.03,3.08,31.57,1956.38,0.81,9.7,Unsafe
7.46,1.55,429.21,8.47,27.06,197.17,0.93,0.14,Safe
7.75,4.89,1428.43,6.12,19.95,1085.11,0.12,12.48,Unsafe
6.29,2.8,381.47,4.14,22.44,608.4,0.7,8.12,Unsafe
8.6,9.21,1084.13,7.76,31.85,697.32,1.45,8.45,Unsafe
6.81,8.26,420.69,6.22,27.04,478.36,0.96,4.66,Unsafe
7.05,4.93,190.32,6.96,25.86,905.1,1.46,0.56,Safe
8.8,4.59,114.97,5.99,24.53,1546.28,0.22,7.92,Unsafe
8.92,8.36,473.42,6.87,19.81,197.9,1.43,11.97,Unsafe
7.65,6.94,1370.53,3.5,32.21,1631.2,0.93,1.75,Unsafe
8.78,6.86,430.18,3.58,16.69,1641.53,0.16,12.75,Unsafe
7.17,5.53,873.83,7.67,18.57,1682.72,1.15,4.87,Unsafe
6.23,8.64,438.2,9.0,19.75,373.21,1.84,2.65,Unsafe
6.26,1.98,1098.91,4.44,33.74,875.73,1.43,12.01,Unsafe
7.24,8.63,1174.42,3.91,30.01,900.95,1.06,8.64,Unsafe
7.42,5.26,391.83,2.41,20.8,900.06,0.9,8.96,Unsafe
6.76,6.25,172.6,5.3,32.4,1031.38,0.59,14.01,Unsafe
8.54,9.63,284.06,8.28,26.07,1036.66,0.33,13.91,Unsafe
6.71,4.3,787.74,3.92,20.98,1919.62,1.3,11.11,Unsafe
6.09,6.71,665.53,5.77,28.37,1412.65,1.43,11.82,Unsafe
5.03,5.27,243.17,5.47,19.87,1952.3,0.38,5.05,Unsafe
8.88,9.32,262.51,6.3,18.73,1782.85,0.99,7.41,Unsafe
8.3,4.93,881.93,5.39,20.44,791.1,1.91,5.17,Unsafe
7.46,2.64,1489.77,2.91,18.13,1673.66,1.37,9.84,Unsafe
8.32,4.88,1397.32,2.96,21.35,1430.24,0.7,10.38,Unsafe
8.24,9.18,1340.93,3.6,32.82,543.68,1.15,2.08,Unsafe
8.73,5.06,206.39,3.63,17.73,523.5,0.87,12.71,Unsafe
6.54,1.55,259.01,6.01,23.41,1599.03,1.6,0.74,Unsafe
7.22,5.46,1093.6,6.46,29.27,778.72,0.15,11.6,Unsafe
5.39,3.94,1343.75,2.68,27.91,219.81,1.4,5.48,Unsafe
8.86,6.53,521.24,5.07,31.81,123.28,0.97,1.53,Unsafe
8.94,2.49,797.28,5.86,22.3,450.65,0.45,1.52,Unsafe
8.16,3.29,647.19,8.14,26.08,1486.14,1.93,9.32,Unsafe
6.82,5.21,291.19,4.6,33.36,922.65,1.68,8.86,Unsafe
6.99,1.27,688.22,6.79,28.93,696.25,1.45,14.76,Unsafe
6.74,2.18,691.56,7.45,31.65,373.97,0.21,7.71,Unsafe
6.17,8.03,991.74,2.46,20.14,760.5,1.3,9.25,Unsafe
7.11,9.4,1152.3,8.41,19.72,826.56,1.11,10.8,Unsafe
5.21,9.7,1200.53,4.43,27.07,880.65,1.31,0.98,Unsafe
8.97,9.38,329.78,2.75,28.84,306.14,0.21,10.95,Unsafe
6.7,9.43,959.35,8.05,22.58,672.85,1.03,10.27,Unsafe
8.71,8.23,423.28,8.89,29.4,816.52,0.76,10.0,Unsafe
7.9,7.38,1184.51,3.85,22.07,765.01,1.74,0.81,Unsafe
6.16,2.4,791.56,3.07,20.39,572.15,1.4,6.67,Unsafe
5.89,4.47,599.93,6.94,16.2,297.15,1.91,5.86,Unsafe
8.98,4.04,1324.38,2.07,34.61,218.25,0.59,0.56,Unsafe
8.09,7.33,1312.34,7.57,29.75,1451.97,0.96,8.02,Unsafe
6.0,4.81,1396.45,6.16,21.68,181.69,0.55,12.92,Unsafe
5.27,3.67,903.55,8.83,30.03,1538.0,1.99,0.52,Unsafe
7.79,8.16,1045.95,6.72,29.31,284.41,1.99,13.47,Unsafe
6.21,7.52,701.21,4.5,17.65,137.85,1.25,4.12,Unsafe
5.89,3.75,1361.03,5.23,34.48,1172.02,1.27,12.43,Unsafe
7.94,4.25,781.9,4.49,32.49,1059.33,0.56,5.41,Unsafe
7.72,8.94,1132.51,7.09,24.03,1568.09,1.9,14.52,Unsafe
6.93,7.35,1280.6,7.46,32.44,368.34,0.61,1.38,Unsafe
8.77,6.93,702.88,3.53,31.36,1945.65,1.97,12.95,Unsafe
7.72,7.15,1274.1,5.22,34.77,1573.54,0.89,8.05,Unsafe
8.57,1.11,1341.56,3.97,22.48,1584.8,1.48,14.8,Unsafe
5.76,5.68,114.75,4.13,25.99,1277.08,1.06,4.58,Unsafe
6.19,2.98,712.22,7.52,15.59,743.07,0.28,7.21,Unsafe
5.42,0.94,1438.26,2.42,17.82,770.08,0.29,8.59,Unsafe
6.22,7.34,176.81,6.02,16.26,1758.8,1.08,12.09,Unsafe
8.89,3.11,717.02,4.9,23.87,1731.77,0.7,11.98,Unsafe
8.85,3.17,1239.35,5.13,32.48,1762.11,0.24,5.49,Unsafe
8.04,6.43,776.69,6.52,31.74,1733.15,0.58,9.24,Unsafe
7.08,6.7,1121.02,5.61,25.46,279.38,0.11,1.08,Unsafe
8.12,4.79,1303.44,4.13,32.28,362.69,1.45,10.75,Unsafe
7.21,5.61,384.36,8.29,31.31,1607.47,1.55,13.31,Unsafe
5.01,8.5,395.92,5.64,23.36,1726.61,1.53,13.67,Unsafe
7.01,1.16,1144.72,7.15,33.85,416.88,1.25,2.22,Unsafe
7.4,0.75,600.15,8.51,22.65,1882.33,0.5,3.54,Unsafe
6.06,6.6,518.23,8.96,30.64,941.57,0.47,1.05,Unsafe
5.81,6.08,957.81,4.83,32.1,1907.73,0.24,2.23,Unsafe
6.1,1.94,1454.11,3.01,28.29,959.77,1.29,6.74,Unsafe
7.49,5.27,355.27,8.09,25.06,1397.0,0.97,2.32,Unsafe
5.58,7.48,1100.59,5.08,18.88,369.27,1.2,3.93,Unsafe
7.88,7.34,1039.01,2.92,18.51,460.94,0.48,2.64,Unsafe
6.69,6.0,1159.75,6.59,26.86,1590.16,0.4,1.73,Unsafe
6.41,1.39,852.3,6.18,17.08,821.97,1.11,3.94,Unsafe
8.23,3.11,1180.35,2.96,16.46,1055.6,0.8,5.82,Unsafe
7.02,4.12,108.72,2.81,31.28,1613.13,1.2,7.79,Unsafe
6.51,7.9,909.88,8.61,28.39,1265.17,1.4,4.46,Unsafe
8.51,5.48,286.13,6.68,27.07,1349.16,0.98,13.44,Unsafe
6.47,7.36,965.14,8.45,33.3,285.96,1.79,4.23,Unsafe
8.44,9.24,1149.82,4.15,19.9,303.17,1.1,12.51,Unsafe
7.02,6.28,716.85,6.25,19.36,1764.43,1.54,10.6,Unsafe
5.83,2.45,1045.46,4.14,34.54,1600.24,1.2,11.41,Unsafe
7.45,1.48,1453.23,8.66,27.42,1669.52,1.84,7.8,Unsafe
6.14,0.11,1434.47,3.9,28.45,1023.52,0.14,0.63,Unsafe
5.59,1.84,517.82,5.39,24.56,653.67,1.26,3.29,Unsafe
5.35,2.77,385.04,6.96,18.04,138.65,0.79,12.31,Unsafe
5.97,2.77,1003.63,3.09,20.79,992.69,0.49,11.32,Unsafe
7.95,6.7,774.79,6.32,26.86,362.0,1.67,0.42,Unsafe
8.35,1.59,233.6,4.95,20.74,625.4,0.94,11.66,Unsafe
8.45,4.41,246.42,7.62,28.68,377.44,0.98,13.12,Unsafe
6.08,0.15,522.52,6.21,24.79,1262.59,1.0,10.13,Unsafe
7.64,2.69,1498.5,2.7,16.24,1596.75,1.71,8.64,Unsafe
5.92,0.51,572.02,3.14,34.47,1021.25,0.95,6.21,Unsafe
7.49,7.12,222.22,3.81,30.99,1031.43,0.38,7.37,Unsafe
8.55,3.61,591.68,4.42,25.65,1328.58,1.41,7.67,Unsafe
5.16,4.85,401.45,5.01,25.59,1999.24,0.84,5.58,Unsafe
8.94,7.64,597.74,6.69,22.94,208.01,0.36,2.13,Unsafe
8.31,8.64,814.11,4.51,16.51,336.52,1.09,9.81,Unsafe
8.05,5.22,1407.43,5.21,22.42,664.41,0.72,3.09,Unsafe
7.77,6.53,140.29,8.3,32.1,340.53,0.82,14.73,Unsafe
8.08,7.39,1148.78,3.34,34.28,1155.02,1.66,8.7,Unsafe
8.98,2.92,122.25,5.39,18.47,237.76,1.1,3.43,Unsafe
8.08,7.1,246.16,4.29,19.33,1469.91,0.52,11.54,Unsafe
6.41,6.57,677.96,7.65,29.91,646.29,1.1,0.87,Unsafe
7.46,4.49,1290.14,2.2,21.25,1945.43,0.58,10.24,Unsafe
6.35,3.47,896.01,3.14,28.41,496.55,1.91,2.39,Unsafe
8.88,9.74,1001.57,4.05,27.16,955.75,1.37,11.28,Unsafe
8.6,9.86,167.28,8.1,22.02,1342.67,1.55,6.3,Unsafe
7.27,6.98,1265.22,6.88,17.6,1402.4,1.5,6.93,Unsafe
8.13,3.9,561.56,4.89,18.38,1769.44,1.46,11.27,Unsafe
8.64,7.54,337.23,8.41,30.89,729.01,0.92,4.98,Unsafe
5.97,6.82,160.61,5.25,20.86,1246.79,1.1,12.43,Unsafe
7.32,5.5,1309.88,2.97,30.65,410.15,1.49,2.12,Unsafe
6.93,1.41,677.2,6.92,22.96,227.15,1.95,1.18,Unsafe
8.09,9.47,1166.24,8.43,24.73,1149.67,2.0,1.79,Unsafe
6.52,2.4,850.84,2.65,24.71,1127.26,0.74,11.23,Unsafe
7.84,3.99,904.8,4.19,28.43,125.42,1.55,6.81,Unsafe
6.61,3.49,1446.74,6.93,30.71,377.24,0.5,2.63,Unsafe
5.44,1.62,1033.57,3.39,18.57,1929.95,1.57,0.9,Unsafe
5.43,0.34,928.51,4.32,15.47,983.07,1.72,0.97,Unsafe
5.48,9.31,878.09,6.65,28.54,1915.19,1.97,9.61,Unsafe
5.13,7.42,852.51,2.22,17.38,248.98,1.06,5.21,Unsafe
7.13,0.31,1449.18,7.88,16.66,1296.51,1.62,7.83,Unsafe
7.69,6.91,581.79,2.01,27.34,827.76,1.78,9.61,Unsafe
5.51,1.38,145.42,4.31,28.13,1589.52,0.78,5.26,Unsafe
7.45,7.27,247.47,3.75,23.77,552.63,1.12,3.26,Unsafe
7.39,5.1,1212.65,7.48,20.76,922.74,0.15,9.72,Unsafe
5.59,9.78,1390.42,2.21,16.15,752.14,0.86,0.84,Unsafe
6.62,4.38,198.72,8.08,20.92,732.31,0.31,4.32,Safe
8.02,7.51,232.36,5.12,23.77,848.63,1.75,5.82,Unsafe
5.07,0.51,235.6,7.05,16.36,997.51,1.51,8.74,Unsafe
5.59,9.36,349.76,3.68,30.71,944.4,0.32,13.85,Unsafe
8.98,5.67,269.95,6.98,20.66,213.29,1.98,6.94,Unsafe
7.93,3.21,620.24,3.07,24.36,1978.8,0.65,8.29,Unsafe
6.86,1.36,663.77,6.7,17.07,704.54,0.1,11.65,Unsafe
7.52,6.44,832.47,6.77,34.56,1097.34,0.34,13.94,Unsafe
8.38,7.49,1202.46,8.68,28.7,252.22,1.91,1.57,Unsafe
8.37,0.94,915.73,6.95,15.42,579.11,0.46,11.86,Unsafe
6.3,1.73,222.87,7.9,24.77,1941.19,1.54,0.97,Unsafe
6.97,3.92,1228.94,2.47,22.93,573.44,0.67,8.0,Unsafe
7.55,8.53,1146.11,6.19,16.63,552.96,0.24,1.45,Unsafe
5.29,9.83,1173.58,4.53,28.85,298.46,0.83,4.68,Unsafe
8.78,7.48,901.74,4.07,17.56,508.2,1.64,3.09,Unsafe
6.73,0.16,687.73,3.13,25.08,1106.54,1.68,5.46,Unsafe
6.48,9.04,338.32,3.63,30.06,1541.37,0.28,6.22,Unsafe
8.63,0.36,1427.37,6.23,29.8,141.76,1.67,5.86,Unsafe
5.47,8.98,1316.57,7.17,18.39,396.59,0.33,4.1,Unsafe
5.16,4.16,448.84,5.6,27.69,233.99,1.29,3.9,Unsafe
7.74,7.44,551.11,4.67,26.78,1772.81,1.79,7.62,Unsafe
6.54,0.96,186.5,7.79,28.48,1088.71,1.4,1.45,Safe
8.06,1.73,1143.49,6.04,26.57,239.74,0.18,10.53,Unsafe
5.27,4.56,1021.94,7.66,28.51,198.29,1.31,14.08,Unsafe
6.54,0.48,1203.02,4.64,16.7,627.49,1.05,8.04,Unsafe
5.94,3.96,245.53,6.45,31.8,184.19,0.76,0.48,Unsafe
7.96,7.54,252.35,8.72,19.35,854.02,0.34,0.3,Unsafe
5.91,6.58,1291.11,2.45,24.49,1500.32,0.32,10.78,Unsafe
6.83,3.58,1062.65,6.71,32.3,1256.55,0.27,4.21,Unsafe
8.28,0.19,520.79,7.1,20.83,875.47,1.26,3.84,Safe
8.66,2.77,724.21,2.38,29.83,1861.59,1.29,13.34,Unsafe
7.89,7.78,686.39,6.86,21.66,1905.77,0.28,14.98,Unsafe
6.72,3.47,777.15,5.99,27.11,383.47,0.75,7.18,Safe
7.29,3.84,626.61,4.0,27.47,1504.62,0.67,5.67,Unsafe
7.76,0.83,1439.13,4.34,16.63,1419.81,0.75,6.01,Unsafe
8.5,6.06,588.9,6.42,27.45,1283.83,1.49,10.48,Unsafe
8.55,6.26,644.96,5.56,20.37,524.38,0.15,3.69,Unsafe
8.72,4.37,1287.03,8.41,32.69,1580.27,1.71,7.85,Unsafe
8.24,7.63,113.74,8.8,32.98,1814.98,0.82,8.97,Unsafe
5.59,8.78,1193.87,6.18,29.09,460.18,0.71,10.6,Unsafe
7.99,7.53,427.42,5.5,31.64,1207.86,0.39,6.33,Unsafe
8.26,5.49,921.28,6.9,19.38,1223.68,1.76,6.47,Unsafe
8.51,9.36,465.23,2.05,19.04,466.27,1.23,10.77,Unsafe
8.7,3.88,1320.89,7.36,27.14,1016.71,1.72,1.63,Unsafe
7.04,6.58,1394.49,2.08,15.43,1559.0,0.38,4.44,Unsafe
7.62,5.79,356.02,6.43,30.58,831.84,1.93,3.85,Unsafe
5.04,8.43,1336.6,3.58,23.6,691.68,0.84,0.77,Unsafe
7.29,5.05,287.63,8.36,25.21,1532.69,0.88,6.54,Unsafe
6.89,5.58,715.24,4.18,26.13,871.49,1.24,13.05,Unsafe
8.85,4.59,125.53,3.52,28.25,522.86,1.42,3.03,Unsafe
8.61,1.49,649.54,8.5,17.72,469.15,1.59,7.72,Unsafe
8.19,8.88,214.65,3.93,19.24,1599.95,1.38,12.8,Unsafe
5.23,8.63,1020.97,5.26,21.38,187.14,1.4,2.36,Unsafe
6.61,7.05,1042.44,6.24,31.88,1092.93,1.54,8.15,Unsafe
7.78,3.54,264.54,7.29,20.83,1550.43,1.27,12.99,Unsafe
5.12,3.62,1221.77,6.73,34.71,792.0,1.02,8.61,Unsafe
5.94,0.46,408.03,2.17,22.01,323.86,1.27,14.82,Unsafe
8.55,0.87,519.84,8.92,17.42,873.64,1.51,8.26,Unsafe
5.52,5.19,256.85,7.42,17.63,1749.59,0.28,6.53,Unsafe
5.21,0.59,1269.55,6.35,32.69,1525.4,1.51,13.27,Unsafe
7.32,1.08,797.21,5.58,23.82,1402.06,0.48,13.36,Unsafe
8.79,2.59,1296.51,8.97,23.15,566.58,0.19,13.95,Unsafe
8.34,3.8,695.36,4.62,32.57,118.83,1.61,9.52,Unsafe
8.9,4.94,648.58,7.06,24.55,1763.26,1.37,11.8,Unsafe
8.01,3.31,742.95,8.29,30.14,1367.6,0.46,0.53,Unsafe
6.75,9.41,780.27,2.73,22.92,1502.44,0.89,8.93,Unsafe
8.79,9.51,637.39,6.63,32.6,1919.06,1.24,8.72,Unsafe
6.71,0.65,746.81,7.52,34.32,549.39,0.43,9.24,Unsafe
6.4,9.86,772.52,4.94,33.37,812.85,0.64,14.35,Unsafe
6.79,1.81,1487.08,6.95,17.21,801.82,1.18,13.47,Unsafe
8.26,3.38,982.95,2.9,26.94,1542.77,0.63,11.05,Unsafe
8.67,8.39,1298.1,3.05,22.69,709.32,1.73,14.33,Unsafe
6.43,6.91,783.88,7.0,23.37,396.13,1.82,6.72,Unsafe
6.85,0.68,920.37,2.64,16.06,1632.51,1.58,9.69,Unsafe
8.59,7.77,147.33,3.6,34.24,311.5,1.84,8.73,Unsafe
5.19,6.67,500.44,3.71,28.87,1122.33,1.04,7.19,Unsafe
8.14,9.51,1222.14,5.98,34.47,1018.67,0.49,5.44,Unsafe
6.82,9.11,572.64,7.12,16.32,1747.45,0.98,3.51,Unsafe
6.51,9.75,1114.64,7.05,33.78,1297.83,1.38,1.36,Unsafe
6.79,4.6,140.58,8.66,24.82,101.56,0.85,2.56,Safe
6.67,7.09,880.93,3.53,26.43,1918.75,1.16,14.22,Unsafe
8.03,9.62,1483.9,6.35,25.29,1430.87,0.52,2.14,Unsafe
8.71,0.12,1099.68,3.27,26.08,1506.25,1.13,14.63,Unsafe
6.97,7.91,1079.25,8.33,32.84,1344.75,0.56,4.57,Unsafe
8.33,0.63,775.5,8.83,26.63,1570.3,0.84,8.38,Unsafe
7.93,9.99,495.42,2.57,34.29,1819.28,1.58,1.99,Unsafe
6.32,0.24,679.23,7.95,32.12,1991.73,1.44,10.71,Unsafe
7.35,5.59,820.72,5.26,28.55,1891.17,1.56,9.51,Unsafe
7.67,5.26,1100.16,7.01,25.73,736.11,1.55,1.84,Unsafe
5.09,3.12,328.65,7.18,16.43,1818.93,0.72,13.41,Unsafe
6.58,7.35,617.08,5.13,31.62,1611.8,1.81,14.92,Unsafe
8.97,2.64,1299.54,5.99,16.76,1320.71,1.16,4.55,Unsafe
7.55,2.98,113.05,3.05,15.7,1220.26,0.58,14.83,Unsafe
6.34,1.89,1249.57,8.86,25.4,1076.85,0.1,2.28,Unsafe
6.0,7.17,175.56,8.69,31.5,1195.8,1.78,10.81,Unsafe
5.84,1.78,1186.28,8.92,15.06,505.97,0.48,14.8,Unsafe
6.61,8.99,1485.9,6.42,32.99,1557.15,0.36,4.46,Unsafe
5.77,2.95,1145.05,8.24,16.08,1432.82,1.32,2.62,Unsafe
5.54,5.23,847.92,4.51,27.29,1336.29,1.33,2.59,Unsafe
6.46,4.8,284.14,2.94,23.93,781.59,1.18,12.38,Unsafe
7.43,7.05,180.52,2.89,24.76,722.95,1.59,2.52,Unsafe
5.59,2.42,664.72,6.8,26.98,1655.86,1.24,9.7,Unsafe
5.18,8.4,676.49,8.95,29.61,404.01,0.43,4.42,Unsafe
5.14,7.41,428.73,3.93,27.3,1914.83,1.88,5.46,Unsafe
6.07,3.49,660.4,6.08,20.8,349.3,0.75,1.86,Unsafe
5.76,1.29,505.27,7.65,26.86,306.69,1.03,9.71,Unsafe
7.16,5.1,178.61,3.74,34.7,761.06,1.55,8.34,Unsafe
6.82,9.81,727.48,5.94,24.3,1942.37,0.54,3.0,Unsafe
6.3,0.34,777.69,2.71,16.29,1149.37,0.4,2.52,Unsafe
8.33,8.46,1081.03,6.93,34.59,723.2,1.52,13.22,Unsafe
7.02,7.03,870.75,5.76,17.29,1786.46,0.12,1.02,Unsafe
5.37,1.91,1364.8,2.54,16.59,1082.55,1.36,7.72,Unsafe
6.18,4.82,591.54,7.36,16.95,1578.43,0.68,0.23,Unsafe
8.89,6.31,410.7,5.98,28.45,134.03,1.73,10.95,Unsafe
8.91,7.0,195.33,7.52,15.95,1545.01,0.87,9.0,Unsafe
6.02,9.22,641.54,5.93,33.12,446.18,0.71,8.21,Unsafe
5.67,8.74,172.27,6.2,32.14,1652.04,1.53,6.61,Unsafe
6.98,3.35,775.74,3.21,22.66,1307.53,1.21,4.12,Unsafe
6.93,1.29,1352.02,3.66,25.15,1917.86,1.24,4.77,Unsafe
6.64,1.13,851.89,7.98,24.35,865.0,0.62,4.87,Safe
7.12,9.69,1018.18,6.41,15.67,1461.91,1.25,3.13,Unsafe
5.93,9.56,1331.79,3.76,27.12,587.07,0.67,14.55,Unsafe
5.46,8.21,288.18,6.52,22.49,382.82,1.52,11.5,Unsafe
7.28,9.81,871.62,7.91,15.07,1890.63,0.59,11.91,Unsafe
8.73,2.81,604.62,2.35,23.37,801.53,1.08,8.56,Unsafe
5.55,8.27,920.0,4.99,22.35,224.58,0.49,7.38,Unsafe
